dataset,relative_path,file_name,label,modality,source_url,size_bytes,sha256
urfd,urfd/original/adl-25-cam0-rgb.zip,adl-25-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-25-cam0-rgb.zip,23814316,4d701e82e1c272477cd84d1dd88cbf5decf9eb78614824886f64517a22d0003a
urfd,urfd/original/adl-25-data.csv,adl-25-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-25-data.csv,958,a07c1d7373fb93f2a58eba43234dfc41923512f67f3e5ddcf5e7ab4a7daa3bf5
urfd,urfd/original/adl-26-cam0-rgb.zip,adl-26-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-26-cam0-rgb.zip,26253520,c49169251789e7aad6f249cfd0945be0c0cc1dd21d8b9a07fae1aa5093ba1c4a
urfd,urfd/original/adl-26-data.csv,adl-26-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-26-data.csv,812,727d98de2666da307a7abfb00f07537b6de2a3fe3a192863f56fa0916632d54a
urfd,urfd/original/adl-27-cam0-rgb.zip,adl-27-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-27-cam0-rgb.zip,27184123,c81285a4711af8e3440b9e735bf51270cd11976531796d6d59e427b201d67395
urfd,urfd/original/adl-27-data.csv,adl-27-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-27-data.csv,858,4b0938d85f457c2f68d33147941e939d3fd7d027b6ebd9b56e7ee614ab578dd6
urfd,urfd/original/adl-28-cam0-rgb.zip,adl-28-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-28-cam0-rgb.zip,19374661,22e6a8bb9364a484879d34433a4c7ebe6a3d0d7c46be26dcabe448ddbffccfe6
urfd,urfd/original/adl-28-data.csv,adl-28-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-28-data.csv,722,e8231be158f360571ca3c45014c32ed0b7bb2cfdd404eee60290c123fb12f1d9
urfd,urfd/original/adl-29-cam0-rgb.zip,adl-29-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-29-cam0-rgb.zip,28882459,631b26eb661b0b240c4275458a3f7b37806c4e6cd662db7f890a3001c57646c2
urfd,urfd/original/adl-29-data.csv,adl-29-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-29-data.csv,1108,cfb950125ad82c17a9bead1adb776c6d0fa2416d0dc949c4e9f8e29762d46999
urfd,urfd/original/adl-30-cam0-rgb.zip,adl-30-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-30-cam0-rgb.zip,120703842,27ce3c09254827244379105f2feff7edd7d388f29e504e141cab7300a33ee11c
urfd,urfd/original/adl-30-data.csv,adl-30-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-30-data.csv,3961,344582bec58375467d765dc54f31051010d086137861912e436925c17aafc26a
urfd,urfd/original/adl-31-cam0-rgb.zip,adl-31-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-31-cam0-rgb.zip,85667106,a994f371e9ec2d36d9f05fc62d30043c76f2aa3130eb3225aea72ea9358cd647
urfd,urfd/original/adl-31-data.csv,adl-31-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-31-data.csv,2356,9dc06195c14d3c8801ad3048b25c175fb456a246b8711238cb59ad1fe31ded1b
urfd,urfd/original/adl-32-cam0-rgb.zip,adl-32-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-32-cam0-rgb.zip,63543608,f213868e51998bc3b494183865f91f5d7354b6ed3c65a1926fca649f1a201e4b
urfd,urfd/original/adl-32-data.csv,adl-32-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-32-data.csv,1858,78ca01b2d13bf3fec86eee381667d1bfd1d4bfa9499f3f49a88b89f6d4249dad
urfd,urfd/original/adl-33-cam0-rgb.zip,adl-33-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-33-cam0-rgb.zip,63000004,93aa2b29f40b40d7c85c666336b4e92490194a7a824e077dc5b68b4de6069a8b
urfd,urfd/original/adl-33-data.csv,adl-33-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-33-data.csv,1858,78ca01b2d13bf3fec86eee381667d1bfd1d4bfa9499f3f49a88b89f6d4249dad
urfd,urfd/original/adl-34-cam0-rgb.zip,adl-34-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-34-cam0-rgb.zip,59584992,97118a6b7257c1c36323ed6895c7cb4c6c9544dd2e0a2e042d25d0341847cc8e
urfd,urfd/original/adl-34-data.csv,adl-34-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-34-data.csv,1768,2c966b6dbd5453fe090f0c6e98c784650f0f1700df99a2601e717e39643323e8
urfd,urfd/original/adl-35-cam0-rgb.zip,adl-35-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-35-cam0-rgb.zip,86132227,d83688e4daa9307dd9faf56cfeef291bbbb973f0a88099dc82cc4b11400efa10
urfd,urfd/original/adl-35-data.csv,adl-35-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-35-data.csv,2658,5fdae56fcd7a65805a2c3b20d97e80d2f82defce1961bc49e356e74a5b0ea1fd
urfd,urfd/original/adl-36-cam0-rgb.zip,adl-36-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-36-cam0-rgb.zip,105331453,441e83862ab20f5ffdc1d450f296b94efb5454026495695284e98fada5064e63
urfd,urfd/original/adl-36-data.csv,adl-36-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-36-data.csv,3301,1163d382591f44e054b2b3e15e8e7be1ca5aec69af87beaa8a0948631d9ea8be
urfd,urfd/original/adl-37-cam0-rgb.zip,adl-37-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-37-cam0-rgb.zip,108338063,75960ffb9e7183c2acf01a7454dffc04e3715cf3dc7ce55b3d16e9f4be09f7c3
urfd,urfd/original/adl-37-data.csv,adl-37-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-37-data.csv,3191,9b8f6b3507c2d71c2436a7d8e97a2c5161fdb72fdf6f0823c943fb3928c4cc14
urfd,urfd/original/adl-38-cam0-rgb.zip,adl-38-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-38-cam0-rgb.zip,103169018,8ae96e406a7b74b9a68b065a378709cc139b714eccc46c03b118c6892dc58268
urfd,urfd/original/adl-38-data.csv,adl-38-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-38-data.csv,3356,3bc5a8e8fd8f028c5a7528c9f4fb7721346feb2a2b86a610368005ee7900438e
urfd,urfd/original/adl-39-cam0-rgb.zip,adl-39-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-39-cam0-rgb.zip,81419886,e6bee6fd9415a7728984ca02436c43c28e0fc61463270fa4ecbf2c1d5c91fb45
urfd,urfd/original/adl-39-data.csv,adl-39-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-39-data.csv,2558,35296d6862e987e6e78f253990f4059b653bcf54d2447b707178a85323bbca28
urfd,urfd/original/adl-40-cam0-rgb.zip,adl-40-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-40-cam0-rgb.zip,99691415,c79caee337c723ab7d57fdf388a97c88e369c8273b2af44b1a575a5646eb6072
urfd,urfd/original/adl-40-data.csv,adl-40-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-40-data.csv,3191,9b8f6b3507c2d71c2436a7d8e97a2c5161fdb72fdf6f0823c943fb3928c4cc14
